record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
6995,725,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"61:1-5. Plea and Vows. The prayer is· introduced by a petition (v. 1) that echoes Psalm 17: 1; both verses emphasize the psalmist's request to be heard by repetition with intensification. Verse 2 expresses the circumstances under which David lifts up his petition as he cries to God ""from the end(s) of the earth,"" which hyperbolically describes his distance from Jerusalem and his emotional exhaustion from running away from Absalom. A series of three familiar refuge metaphors follow (rock, refuge/shelter, and tower). which alludes to elevated places that could be associated with Mahanaim, the fortified city along the Jabbok River to which David fled and where he regrouped before attacking the pursuing Absalom (vv. 2-3; ct. 2 Sam. 17). Verse 4 expresses the psalmist's desire to be in God's tabernacle/tent under the protection of the shelter of His wings (Le., under the cherubim that stand above the ark of the covenant). The section concludes with an affirmation of vows that David has made toward God during his exile."
6996,725,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"61:6-7. May the King Live Forever. The shift to a third person speech in vv. 6-7 makes it possible to understand this section as a responsive prayer on behalf of the king by one of his officials. Based on the royal vows, he reaffirms the king and prays for his longevity."
6997,725,726,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"61 :8. Final Vow. The final lines of the psalm return to the first-person speech and reconnect to v. 5 by mentioning ""my vows"" once more, indicating that it is David who now speaks. It is a final praise and a desire to shalam (""fulfill,"" ""complete,"" ""repay"") these vows. This was accomplished at a special dedicatory offering publicly performed in the sanctuary (ct. Num. 6:13-21). David's prayer from exile and his longing for the sanctuary can cause us only to renew our longing to be with the Lord in the house of the Father (John 14:1-3) and pray for the end of our exile. Psalm 62 continues the refuge imagery of the previous poems by referring to God as ""Rock"" (vv. 2, 6-7 / / 61 :2) and misgab (""Defense"" or ""Fortress""; vv. 2, 6// 59:9, 16-17). The context of the psalm is a threatening military conflict, possibly an attack on the rock fortress of Mahanaim, which created the historical backdrop for the previous psalm. This creates a sustained affirmation of trust in God, although it is only in the last line that the psalmist addresses God directly. In the Hebrew text, there is a sixfold repetition of the adverb 'ak at the beginning of vv. 1, 2, 4, 5, 6, and 9. This term can have either an emphatic (""surely,"" ""truly"") or a restrictive sense (""only""). In the former case, it would serve to increase the certainty of God's protection (or, in v. 4, the certainty of his enemies' plots) and set this psalm apart from the previous ones (d. 39:5-6, where 'ak occurs in three consecutive lines). If the word is taken as restrictive (""only""), it would serve to emphasize the uniqueness of God's capacity to save; in v. 5, it would indicate the singularity of the enemies' intentions, despite their false posture of friendliness."
6998,726,726,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"In v. 9, the Hebrew word hebel (""breath"" or ""vapor"") is used. The word ak could refer to either the certainty of the vapor/breath-like state of human beings or to the idea that they are ""only"" breath/vapor. There is a refrain-like repetition which frames the first section of the psalm (vv. 1-2, 5-7). The association in the superscription with ""Jeduthun,"" one of David's music leaders in the temple, possibly points to one of his musical arrangements (d. 39:1; 77:1)."
6999,726,726,paragraph,Psalms,62,1,62,7,Psalms 62:1-7,explicit_scope,,,"62:1-7. Trust and Plea. The affirmation that introduces the psalm in the indicative (""my soul"" or ""I"") damam (""wait"" or ""find rest"") fori in God is repeated as a self-directed imperative desire in v. 5, ""my soul, wait/find rest."" Verse 2 expresses trust in God's protection, drawing on the imagery of refuge used in previous psalms. At the center of the plea, the attitude of the attackers is described. They bless with their mouths but curse in their hearts and plot to topple him from his high position. This is possibly referring to David when he found refuge in the rock fortress of Mahanaim. Verses 5-7 expand on vv. 1-2 with repetitions and additions clarifying that God is the Refuge."
7000,726,726,paragraph,Psalms,62,8,62,12,Psalms 62:8-12,explicit_scope,,,"62:8-12. Trust and Advice. The second section of the psalm takes on a more universal and firming that God is a Refuge. The psalm then turns to wisdom literature and draws heavily on Proverbs and Lamentations (vv. 9-11). The likening of humans, both low and high, to hebel (""vapor"" or ""breath"") approximates the poem to Psalm 39:5-6, but it also creates a strong link with Ecclesiastes, in which this same term (""breath,"" ""nothingness"") is a central motif. The numerical saying in v. 11 is comparable with Proverbs 6:16-19 and others. The message here is clear: trust not in riches, violence, oppression, or robbery but only in God. Appropriately, the final line addresses God directly and ascribes both khesed (""mercy,"" ""unfailing love"") and justice to Him in His dealings with humanity. It is difficult to remain silent and wait on God in the midst of oppression, but Psalm 62 encourages us to do just that and to trust God in the midst of the storms of life."
7001,726,726,paragraph,Psalms,63,1,63,11,Psalms 63:1-11,explicit_scope,,,63:1-11 Longing for God
7002,726,726,paragraph,Psalms,63,1,63,11,Psalms 63:1-11,carried_scope,,,"In contrast to the previous poem, Psalm 63 continuously addresses God in a personal way. The last line shifts from the first-person viewpoint to the third. The psalm is annotated as written by David from the wilderness of Judah and consequently expresses a deep longing for closeness to God and His sanctuary."
7003,726,726,paragraph,Psalms,63,1,63,2,Psalms 63:1-2,explicit_scope,,,"63:1-2. Longing. The psalmist's longing for God is expressed by the vivid metaphor of someone anxious for water in a dry, parched, and weary land, a description very much in tune with the conditions of the Judean desert. In his search, he has seen God in the sanctuary, a place from which the psalmist is physically separated. The verb ""to look/see"" (khazah) could also refer to a prophetic vision. The visionary character is furthermore underlined by his desire to see God's glory (kabod), which is associated with God's presence in the Most Holy Place (d. 2 Chr. 7:1-3)."
7004,726,727,paragraph,Psalms,63,3,63,8,Psalms 63:3-8,explicit_scope,,,"63:3-8. Joy in Communion. In response to David's vision of God's glory, the psalm breaks into an extended praise, emphasizing the satisfaction the psalmist receives from communing with God. In this experience, the psalmist is satisfied as with kheleb (""fat"") and deshen (""fatness""); the imagery is of rich foods in abun· dance within the context of an ANE banquet scene (d. 23:5-6). In v. 6, reference is made to the spiritual experience introduced in v. 2 by clarifying how the king contemplates God's glory during the night. He meditates on Him in the night watches and finds refuge, protection, and joy in the shadow of God's wings. This is possibly another reference to the sanctuary (Le., the cherubim above the ark; see commentary on 36:5-9; 57: 1-5). He is determined to totally rely on God and encourages others to do the same (v. 8)."
7005,727,727,paragraph,Psalms,63,9,63,11,Psalms 63:9-11,explicit_scope,,,"63:9-11. Long Live the King. David has turned his thoughts to God during a sleepless night in the wilderness of Judah. Away from the immediate threats of his pursuers, his mind now returns to his enemies and concludes that since he is under God's protective wings, those who are trying to kill him will go down into the depths of the earth. The psalm closes by contrasting the fate of the wicked with that of the king. While the wicked will be destroyed, the king will rejoice in God and together with his people will glory in Him (d. 61:6-7). Longing for God and meditating on His goodness will strengthen the soul. Turning our thoughts to Him when the night hours are dark and long nurtures hope."
7006,727,727,paragraph,Psalms,64,1,64,10,Psalms 64:1-10,explicit_scope,,,64:1-10 Deliverance from Evil Tongues
7007,727,727,paragraph,Psalms,64,1,64,10,Psalms 64:1-10,carried_scope,,,"Psalm 64 concludes a group of Davidic psalms (Pss. 52-64) that addresses war and persecution combined with prayers for deliverance from violence and scheming enemies. This psalm focuses on the last motif, that of the attackers, followed by a statement of trust in God's deliverance from them. All this is done using military language in which the destructive power of the tongue is compared to swords or razors (d. 52:2, 4; 55:9; 57:4; 64:3, 8). The superscription of the psalm points to David but lacks any further historical annotations."
